BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,INJURIES_DEATH,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
201705,1,100,201705,31,2300,IDAHO,16,2017,May,Flood,C,13,BLAINE,PIH,01-MAY-17 01:00:00,MST-7,31-MAY-17 23:00:00,0,0,0,1,1,10.00M,0.00K,River/Stream Gage,,,Heavy Rain / Snow Melt,,,,10,SUN VLY,20,BELLEVUE,43.8023,-114.4917,43.47,-114.6689
201705,1,0,201705,20,900,ILLINOIS,17,2017,May,Flood,C,165,SALINE,PAH,01-MAY-17 00:00:00,CST-6,20-MAY-17 09:00:00,0,0,1,0,1,30.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,2,PANKEYVILLE,2,PANKEYVILLE,37.7064,-88.4859,37.71,-88.5045
201705,1,0,201705,4,900,MISSOURI,29,2017,May,Flood,C,23,BUTLER,PAH,01-MAY-17 00:00:00,CST-6,04-MAY-17 09:00:00,0,0,1,0,1,2.50M,100.00K,River/Stream Gage,,,Heavy Rain,,,,0,POPLAR BLUFF,1,QULIN,36.75,-90.4,36.6026,-90.2819
201705,1,1744,201705,1,1745,PENNSYLVANIA,42,2017,May,Tornado,C,27,CENTRE,CTP,01-MAY-17 17:44:00,EST-5,01-MAY-17 17:45:00,1,0,0,0,1,200.00K,0.00K,NWS Storm Survey,,,,EF1,1.1,100,1,SMULLTON,1,REBERSBURG,40.9386,-77.4583,40.9473,-77.4405
201707,1,0,201707,5,2359,NEVADA,32,2017,July,Heat,Z,20,LAS VEGAS VALLEY,VEF,01-JUL-17 00:00:00,PST-8,05-JUL-17 23:59:00,0,0,6,2,8,0.00K,0.00K,County Official,,,,,,,,,,,,,,
201707,1,30,201707,1,30,TEXAS,48,2017,July,Lightning,C,303,LUBBOCK,LUB,01-JUL-17 00:30:00,CST-6,01-JUL-17 00:30:00,0,1,0,1,2,45.00K,0.00K,Fire Department/Rescue,,,,,,,1,LUBBOCK,1,LUBBOCK,33.5705,-101.8298,33.5705,-101.8298
201707,1,1400,201707,1,1400,TEXAS,48,2017,July,Rip Current,Z,242,KLEBERG,CRP,01-JUL-17 14:00:00,CST-6,01-JUL-17 14:00:00,0,0,1,0,1,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,
201707,1,1714,201707,1,1725,MAINE,23,2017,July,Tornado,C,5,CUMBERLAND,GYX,01-JUL-17 17:14:00,EST-5,01-JUL-17 17:25:00,1,0,0,0,1,,0.00K,NWS Storm Survey,,,,EF1,2.48,200,1,BRIDGTON,2,BRIDGTON,44.0597,-70.718,44.06,-70.67
201708,1,0,201708,4,2359,NEVADA,32,2017,August,Heat,Z,20,LAS VEGAS VALLEY,VEF,01-AUG-17 00:00:00,PST-8,04-AUG-17 23:59:00,0,0,5,1,6,0.00K,0.00K,County Official,,,,,,,,,,,,,,
201708,1,1200,201708,4,2000,OREGON,41,2017,August,Excessive Heat,Z,6,GREATER  PORTLAND METRO AREA,PQR,01-AUG-17 12:00:00,PST-8,04-AUG-17 20:00:00,0,0,0,1,1,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,
201708,1,1200,201708,4,2000,OREGON,41,2017,August,Excessive Heat,Z,7,CENTRAL WILLAMETTE VALLEY,PQR,01-AUG-17 12:00:00,PST-8,04-AUG-17 20:00:00,0,0,0,1,1,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,
201708,1,2015,201708,1,2015,NEW JERSEY,34,2017,August,High Surf,Z,25,EASTERN ATLANTIC,PHI,01-AUG-17 20:15:00,EST-5,01-AUG-17 20:15:00,0,0,1,0,1,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,
201708,1,1200,201708,3,1600,CALIFORNIA,6,2017,August,Excessive Heat,Z,17,SOUTHERN SACRAMENTO VALLEY,STO,01-AUG-17 12:00:00,PST-8,03-AUG-17 16:00:00,1,0,0,0,1,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,
201708,1,1440,201708,1,1440,INDIANA,18,2017,August,Lightning,C,97,MARION,IND,01-AUG-17 14:40:00,EST-5,01-AUG-17 14:40:00,3,0,0,0,3,,,Broadcast Media,,,,,,,0,MERIDIAN HILLS,0,MERIDIAN HILLS,39.8853,-86.1475,39.8853,-86.1475
201708,1,2000,201708,10,600,WASHINGTON,53,2017,August,Heat,Z,503,WESTERN WHATCOM COUNTY,SEW,01-AUG-17 20:00:00,PST-8,10-AUG-17 06:00:00,5,0,0,0,5,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,
201709,1,1300,201709,1,1600,CALIFORNIA,6,2017,September,Excessive Heat,Z,509,SAN FRANCISCO PENINSULA COAST,MTR,01-SEP-17 13:00:00,PST-8,01-SEP-17 16:00:00,0,0,3,0,3,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,
201709,1,1300,201709,1,1600,CALIFORNIA,6,2017,September,Excessive Heat,Z,6,SAN FRANCISCO,MTR,01-SEP-17 13:00:00,PST-8,01-SEP-17 16:00:00,0,0,3,0,3,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,
201709,1,0,201709,15,0,CALIFORNIA,6,2017,September,Wildfire,Z,96,S SIERRA MTNS,HNX,01-SEP-17 00:00:00,PST-8,15-SEP-17 00:00:00,6,0,0,0,6,0.00K,0.00K,Park/Forest Service,,,,,,,,,,,,,,
201709,1,0,201709,24,1300,CALIFORNIA,6,2017,September,Wildfire,Z,97,TULARE CTY MTNS,HNX,01-SEP-17 00:00:00,PST-8,24-SEP-17 13:00:00,5,0,0,0,5,,0.00K,Park/Forest Service,,,,,,,,,,,,,,
201709,1,2036,201709,1,2036,FLORIDA,12,2017,September,Lightning,C,103,PINELLAS,TBW,01-SEP-17 20:36:00,EST-5,01-SEP-17 20:36:00,1,0,0,0,1,0.00K,0.00K,State Official,,,,,,,1,SAINT PETERSBURG BEACH,1,SAINT PETERSBURG BEACH,27.7028,-82.7375,27.7028,-82.7375
201701,2,1937,201701,2,1946,ALABAMA,1,2017,January,Thunderstorm Wind,C,69,HOUSTON,TAE,02-JAN-17 19:37:00,CST-6,02-JAN-17 19:46:00,0,0,4,0,4,100.00K,0.00K,NWS Storm Survey,74,EG,,,,,2,MERRITTS CROSSROADS,1,ARDILLA,31.1095,-85.4856,31.1514,-85.3671
201701,2,630,201701,2,630,TEXAS,48,2017,January,Thunderstorm Wind,C,231,HUNT,FWD,02-JAN-17 06:30:00,CST-6,02-JAN-17 06:30:00,0,0,2,0,2,0.00K,0.00K,Newspaper,52,EG,,,,,0,LAKE TAWAKONI,0,LAKE TAWAKONI,32.88,-96.05,32.88,-96.05
201701,2,1311,201701,3,2200,FLORIDA,12,2017,January,Flood,C,131,WALTON,TAE,02-JAN-17 13:11:00,CST-6,03-JAN-17 22:00:00,0,0,1,0,1,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,0,POND CREEK,1,POND CREEK,30.787,-86.3865,30.7713,-86.3857
201701,2,1500,201701,2,1500,FLORIDA,12,2017,January,Rip Current,Z,172,COASTAL BROWARD COUNTY,MFL,02-JAN-17 15:00:00,EST-5,02-JAN-17 15:00:00,0,0,1,0,1,,,Newspaper,,,,,,,,,,,,,,
201701,2,2249,201701,2,2256,GEORGIA,13,2017,January,Thunderstorm Wind,C,287,TURNER,TAE,02-JAN-17 22:49:00,EST-5,02-JAN-17 22:56:00,0,0,1,0,1,250.00K,0.00K,NWS Storm Survey,70,EG,,,,,4,DAKOTA,3,DAKOTA,31.734,-83.7417,31.7877,-83.6514
201701,2,905,201701,2,915,KANSAS,20,2017,January,Winter Weather,Z,14,THOMAS,GLD,02-JAN-17 09:05:00,CST-6,02-JAN-17 09:15:00,0,3,0,0,3,,0.00K,Law Enforcement,,,,,,,,,,,,,,
201701,2,1447,201701,2,1448,ALABAMA,1,2017,January,Thunderstorm Wind,C,3,BALDWIN,MOB,02-JAN-17 14:47:00,CST-6,02-JAN-17 14:48:00,1,0,0,0,1,950.00K,0.00K,NWS Storm Survey,70,EG,,,,,1,GULF SHRS,1,GULF SHRS,30.2625,-87.687,30.2625,-87.687
201701,2,1900,201701,2,1900,FLORIDA,12,2017,January,Lightning,C,113,SANTA ROSA,MOB,02-JAN-17 19:00:00,CST-6,02-JAN-17 19:00:00,1,0,0,0,1,0.00K,0.00K,Fire Department/Rescue,,,,,,,1,BAGDAD,1,BAGDAD,30.5836,-87.0309,30.5836,-87.0309
201703,2,330,201703,2,650,WISCONSIN,55,2017,March,Winter Weather,Z,70,WALWORTH,MKX,02-MAR-17 03:30:00,CST-6,02-MAR-17 06:50:00,0,0,0,1,1,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,
201703,2,639,201703,2,639,WISCONSIN,55,2017,March,Winter Weather,Z,64,JEFFERSON,MKX,02-MAR-17 06:39:00,CST-6,02-MAR-17 06:39:00,0,0,0,1,1,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,
201703,2,835,201703,2,835,WISCONSIN,55,2017,March,Winter Weather,Z,58,DODGE,MKX,02-MAR-17 08:35:00,CST-6,02-MAR-17 08:35:00,0,0,0,1,1,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,
201703,2,500,201703,2,1500,MASSACHUSETTS,25,2017,March,High Wind,Z,12,SOUTHERN WORCESTER,BOX,02-MAR-17 05:00:00,EST-5,02-MAR-17 15:00:00,1,0,1,0,2,12.00K,0.00K,Amateur Radio,51,MG,,,,,,,,,,,,
201703,2,530,201703,2,530,PENNSYLVANIA,42,2017,March,High Wind,Z,70,DELAWARE,PHI,02-MAR-17 05:30:00,EST-5,02-MAR-17 05:30:00,1,0,0,0,1,,,Broadcast Media,50,EG,,,,,,,,,,,,
201704,2,847,201704,2,849,LOUISIANA,22,2017,April,Tornado,C,99,ST. MARTIN,LCH,02-APR-17 08:47:00,CST-6,02-APR-17 08:49:00,0,0,2,0,2,15.00K,0.00K,NWS Storm Survey,,,,EF1,0.8,20,2,PATIN,1,PATIN,30.2676,-91.8532,30.2756,-91.8436
201704,2,1655,201704,2,1700,MISSISSIPPI,28,2017,April,Thunderstorm Wind,C,135,TALLAHATCHIE,MEG,02-APR-17 16:55:00,CST-6,02-APR-17 17:00:00,0,0,1,0,1,,0.00K,Emergency Manager,50,EG,,,,,0,GLENDORA,1,GLENDORA,33.83,-90.3,33.8326,-90.2919
201704,2,1745,201704,2,1845,FLORIDA,12,2017,April,Rip Current,Z,41,VOLUSIA,MLB,02-APR-17 17:45:00,EST-5,02-APR-17 18:45:00,0,0,1,0,1,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,
201704,2,2129,201704,3,345,MISSISSIPPI,28,2017,April,Flash Flood,C,121,RANKIN,JAN,02-APR-17 21:29:00,CST-6,03-APR-17 03:45:00,0,0,1,0,1,20.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,1,FLORENCE,2,FLORENCE,32.16,-90.11,32.1578,-90.1054
201704,2,1528,201704,2,1542,LOUISIANA,22,2017,April,Tornado,C,25,CATAHOULA,JAN,02-APR-17 15:28:00,CST-6,02-APR-17 15:42:00,1,0,0,0,1,300.00K,0.00K,NWS Storm Survey,,,,EF2,10.52,880,1,AIMWELL,1,DUTY,31.7753,-92.0083,31.9045,-91.9135
201704,2,1609,201704,2,1622,LOUISIANA,22,2017,April,Tornado,C,41,FRANKLIN,JAN,02-APR-17 16:09:00,CST-6,02-APR-17 16:22:00,2,0,0,0,2,300.00K,0.00K,NWS Storm Survey,,,,EF2,5.83,616,1,CHASE,3,COMO,32.087,-91.6894,32.1534,-91.63
201706,2,840,201706,2,1030,FLORIDA,12,2017,June,Heavy Rain,C,86,MIAMI-DADE,MFL,02-JUN-17 08:40:00,EST-5,02-JUN-17 10:30:00,1,0,0,0,1,20.00K,,Broadcast Media,,,,,,,1,MIAMI SPGS,1,MIAMI SPGS,25.8286,-80.2854,25.8286,-80.2854
201708,2,1750,201708,2,1755,NEVADA,32,2017,August,Heavy Rain,C,3,CLARK,VEF,02-AUG-17 17:50:00,PST-8,02-AUG-17 17:55:00,0,0,0,1,1,0.00K,0.00K,Newspaper,,,,,,,0,UTE,0,UTE,36.568,-114.6751,36.568,-114.6751
201708,2,1400,201708,2,1400,MICHIGAN,26,2017,August,Rip Current,Z,6,ALGER,MQT,02-AUG-17 14:00:00,EST-5,02-AUG-17 14:00:00,0,0,1,0,1,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,
201708,2,1640,201708,2,1640,NEW JERSEY,34,2017,August,Rip Current,Z,24,EASTERN CAPE MAY,PHI,02-AUG-17 16:40:00,EST-5,02-AUG-17 16:40:00,0,0,1,0,1,,,Newspaper,,,,,,,,,,,,,,
201708,2,1710,201708,2,1710,OHIO,39,2017,August,Lightning,C,151,STARK,CLE,02-AUG-17 17:10:00,EST-5,02-AUG-17 17:10:00,0,0,1,0,1,0.00K,0.00K,Newspaper,,,,,,,1,NORTH BREWSTER,1,NORTH BREWSTER,40.7209,-81.6123,40.7209,-81.6123
201708,2,1800,201708,2,1800,NEW JERSEY,34,2017,August,Rip Current,Z,24,EASTERN CAPE MAY,PHI,02-AUG-17 18:00:00,EST-5,02-AUG-17 18:00:00,3,0,0,0,3,,,Lifeguard,,,,,,,,,,,,,,
201709,2,0,201709,6,2359,NEVADA,32,2017,September,Heat,Z,20,LAS VEGAS VALLEY,VEF,02-SEP-17 00:00:00,PST-8,06-SEP-17 23:59:00,0,0,1,3,4,0.00K,0.00K,County Official,,,,,,,,,,,,,,
201709,2,1831,201709,2,1845,NEVADA,32,2017,September,Thunderstorm Wind,C,3,CLARK,VEF,02-SEP-17 18:31:00,PST-8,02-SEP-17 18:45:00,0,0,0,1,1,0.00K,0.00K,Park/Forest Service,47,MG,,,,,1,COTTONWOOD LNDG,1,COTTONWOOD LNDG,35.4926,-114.6862,35.4926,-114.6862
201701,3,0,201701,6,2359,NEVADA,32,2017,January,Cold/Wind Chill,Z,20,LAS VEGAS VALLEY,VEF,03-JAN-17 00:00:00,PST-8,06-JAN-17 23:59:00,0,0,1,1,2,0.00K,0.00K,County Official,,,,,,,,,,,,,,
201701,3,600,201701,3,900,WISCONSIN,55,2017,January,Winter Weather,Z,52,SHEBOYGAN,MKX,03-JAN-17 06:00:00,CST-6,03-JAN-17 09:00:00,0,0,0,1,1,,0.00K,Trained Spotter,,,,,,,,,,,,,,
201701,3,1931,201701,4,541,OREGON,41,2017,January,Strong Wind,Z,2,CENTRAL OREGON COAST,PQR,03-JAN-17 19:31:00,PST-8,04-JAN-17 05:41:00,0,0,0,1,1,28.00K,0.00K,Broadcast Media,33,MG,,,,,,,,,,,,
201703,3,115,201703,3,245,MICHIGAN,26,2017,March,Winter Weather,Z,14,SOUTHERN SCHOOLCRAFT,MQT,03-MAR-17 01:15:00,EST-5,03-MAR-17 02:45:00,0,3,0,1,4,100.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,
201703,3,1200,201703,3,1800,OKLAHOMA,40,2017,March,Wildfire,Z,30,POTTAWATOMIE,OUN,03-MAR-17 12:00:00,CST-6,03-MAR-17 18:00:00,0,0,1,0,1,0.00K,0.00K,Park/Forest Service,,,,,,,,,,,,,,
201703,3,230,201703,3,1230,PENNSYLVANIA,42,2017,March,Winter Weather,Z,14,BUTLER,PBZ,03-MAR-17 02:30:00,EST-5,03-MAR-17 12:30:00,0,2,0,0,2,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,
201704,3,1421,201704,3,1423,SOUTH CAROLINA,45,2017,April,Tornado,C,87,UNION,GSP,03-APR-17 14:21:00,EST-5,03-APR-17 14:23:00,0,0,1,0,1,50.00K,0.00K,NWS Storm Survey,,,,EF1,0.74,150,4,ADA,4,ADA,34.582,-81.606,34.586,-81.594
201704,3,45,201704,3,45,LOUISIANA,22,2017,April,Thunderstorm Wind,C,33,EAST BATON ROUGE,LIX,03-APR-17 00:45:00,CST-6,03-APR-17 00:45:00,1,0,0,0,1,0.00K,0.00K,Broadcast Media,60,EG,,,,,1,PRIDE,1,PRIDE,30.69,-90.98,30.69,-90.98
201704,3,252,201704,3,253,ALABAMA,1,2017,April,Thunderstorm Wind,C,119,SUMTER,BMX,03-APR-17 02:52:00,CST-6,03-APR-17 02:53:00,1,0,0,0,1,0.00K,0.00K,Fire Department/Rescue,50,EG,,,,,2,SILOAM,2,SILOAM,32.3998,-88.271,32.3998,-88.271
201704,3,1424,201704,3,1430,GEORGIA,13,2017,April,Thunderstorm Wind,C,73,COLUMBIA,CAE,03-APR-17 14:24:00,EST-5,03-APR-17 14:30:00,2,0,0,0,2,,,NWS Storm Survey,70,EG,,,,,2,LEAH,2,LEAH,33.69,-82.32,33.69,-82.32
201706,3,0,201706,7,2359,NEVADA,32,2017,June,Heat,Z,20,LAS VEGAS VALLEY,VEF,03-JUN-17 00:00:00,PST-8,07-JUN-17 23:59:00,0,0,2,3,5,0.00K,0.00K,County Official,,,,,,,,,,,,,,
201707,3,2050,201707,3,2055,TEXAS,48,2017,July,Dust Storm,Z,26,CHILDRESS,LUB,03-JUL-17 20:50:00,CST-6,03-JUL-17 20:55:00,0,2,0,2,4,70.00K,0.00K,Department of Highways,,,,,,,,,,,,,,
201707,3,1700,201707,3,1700,TEXAS,48,2017,July,Lightning,C,329,MIDLAND,MAF,03-JUL-17 17:00:00,CST-6,03-JUL-17 17:00:00,0,0,1,0,1,,0.00K,Law Enforcement,,,,,,,2,MIDLAND,2,MIDLAND,32.0242,-102.0698,32.0242,-102.0698
201707,3,1200,201707,3,1200,FLORIDA,12,2017,July,Lightning,C,103,PINELLAS,TBW,03-JUL-17 12:00:00,EST-5,03-JUL-17 12:00:00,0,3,0,0,3,,0.00K,911 Call Center,,,,,,,1,DUNEDIN,1,DUNEDIN,28.0038,-82.7639,28.0038,-82.7639
201707,3,1602,201707,3,1602,ALABAMA,1,2017,July,Thunderstorm Wind,C,49,DEKALB,HUN,03-JUL-17 16:02:00,CST-6,03-JUL-17 16:02:00,3,0,0,0,3,0.50K,,Emergency Manager,48,EG,,,,,3,HAMMONDVILLE,3,HAMMONDVILLE,34.61,-85.66,34.61,-85.66
201708,3,1632,201708,3,1632,MARYLAND,24,2017,August,Thunderstorm Wind,C,5,BALTIMORE,LWX,03-AUG-17 16:32:00,EST-5,03-AUG-17 16:32:00,3,0,1,0,4,0.00K,0.00K,Broadcast Media,50,EG,,,,,1,TIMONIUM,1,TIMONIUM,39.4383,-76.6053,39.4383,-76.6053
201708,3,1900,201708,4,2200,PUERTO RICO,99,2017,August,Rip Current,Z,8,NORTHWEST,SJU,03-AUG-17 19:00:00,AST-4,04-AUG-17 22:00:00,0,0,1,0,1,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,
201708,3,1427,201708,3,1427,FLORIDA,12,2017,August,Thunderstorm Wind,C,9,BREVARD,MLB,03-AUG-17 14:27:00,EST-5,03-AUG-17 14:27:00,3,0,0,0,3,50.00K,0.00K,Emergency Manager,56,EG,,,,,1,CAPE CANAVERAL,1,CAPE CANAVERAL,28.3676,-80.6015,28.3676,-80.6015
201708,3,1511,201708,3,1512,OHIO,39,2017,August,Strong Wind,Z,1,WILLIAMS,IWX,03-AUG-17 15:11:00,EST-5,03-AUG-17 15:12:00,1,0,0,0,1,0.00K,0.00K,Emergency Manager,45,EG,,,,,,,,,,,,
201709,3,1150,201709,3,1350,NEW JERSEY,34,2017,September,Rip Current,Z,24,EASTERN CAPE MAY,PHI,03-SEP-17 11:50:00,EST-5,03-SEP-17 13:50:00,0,0,1,0,1,,,Newspaper,,,,,,,,,,,,,,
201709,3,1130,201709,3,1230,CALIFORNIA,6,2017,September,Lightning,C,107,TULARE,HNX,03-SEP-17 11:30:00,PST-8,03-SEP-17 12:30:00,3,0,0,0,3,0.00K,0.00K,NWS Employee,,,,,,,5,LODGEPOLE,5,LODGEPOLE,36.5976,-118.6343,36.5976,-118.6343
201709,3,1354,201709,3,1400,CALIFORNIA,6,2017,September,Thunderstorm Wind,C,83,SANTA BARBARA,LOX,03-SEP-17 13:54:00,PST-8,03-SEP-17 14:00:00,2,0,0,0,2,0.00K,0.00K,Broadcast Media,70,MG,,,,,1,SANTA BARBARA,2,SANTA BARBARA,34.4134,-119.6979,34.41,-119.6857
201712,3,0,201712,3,1000,MINNESOTA,27,2017,December,Cold/Wind Chill,Z,19,CENTRAL ST. LOUIS,DLH,03-DEC-17 00:00:00,CST-6,03-DEC-17 10:00:00,0,12,0,0,12,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,
201701,4,0,201701,4,1000,WISCONSIN,55,2017,January,Cold/Wind Chill,Z,66,MILWAUKEE,MKX,04-JAN-17 00:00:00,CST-6,04-JAN-17 10:00:00,0,0,1,0,1,0.00K,0.00K,County Official,,,,,,,,,,,,,,
201704,4,1030,201704,4,1030,FLORIDA,12,2017,April,Rip Current,Z,6,COASTAL OKALOOSA,MOB,04-APR-17 10:30:00,CST-6,04-APR-17 10:30:00,0,0,1,0,1,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,
201704,4,1400,201704,4,1400,ALABAMA,1,2017,April,Rip Current,Z,64,LOWER BALDWIN,MOB,04-APR-17 14:00:00,CST-6,04-APR-17 14:00:00,3,0,1,0,4,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,,,
